dc,ps,gc,electors,0830,0930,1030,1130,1230,1330,1430,1530,1630,1730,1830,1930,2030,2130,2230
Q,Q2201,LC5,"9,792 ",100 ,317 ,669 ,"1,116 ","1,552 ","1,930 ","2,314 ","2,692 ","3,072 ","3,472 ","3,822 ","4,160 ","4,493 ","4,869 ","5,099 "
Q,Q2301,LC5,"11,779 ",86 ,359 ,769 ,"1,216 ","1,712 ","2,251 ","2,749 ","3,181 ","3,613 ","4,041 ","4,444 ","4,846 ","5,211 ","5,590 ","6,022 "
Q,Q2401,LC5,"12,271 ",51 ,177 ,404 ,720 ,"1,024 ","1,272 ","1,580 ","1,865 ","2,173 ","2,516 ","2,866 ","3,290 ","3,587 ","4,045 ","4,513 "
Q,Q2501,LC5,"11,316 ",98 ,281 ,625 ,"1,041 ","1,468 ","1,796 ","2,185 ","2,608 ","2,984 ","3,362 ","3,750 ","4,134 ","4,453 ","4,851 ","5,343 "
Q,Q2601,LC5,"2,608 ",14 ,75 ,157 ,303 ,414 ,544 ,659 ,779 ,881 ,"1,026 ","1,167 ","1,337 ","1,465 ","1,596 ","1,749 "
Q,Q2602,LC5,"8,036 ",51 ,165 ,389 ,669 ,976 ,"1,419 ","1,732 ","2,077 ","2,394 ","2,771 ","3,063 ","3,512 ","3,844 ","4,209 ","4,831 "
R,R0101,LC5,"3,468 ",18 ,80 ,170 ,294 ,445 ,573 ,668 ,810 ,926 ,"1,070 ","1,197 ","1,336 ","1,460 ","1,546 ","1,659 "
R,R0102,LC5,"5,872 ",33 ,138 ,293 ,532 ,755 ,962 ,"1,198 ","1,482 ","1,698 ","1,926 ","2,149 ","2,376 ","2,559 ","2,772 ","3,015 "
R,R0201,LC5,"7,647 ",52 ,182 ,400 ,654 ,897 ,"1,085 ","1,330 ","1,518 ","1,751 ","1,967 ","2,156 ","2,410 ","2,612 ","2,803 ","3,000 "
R,R0301,LC5,"11,259 ",35 ,179 ,435 ,770 ,"1,154 ","1,450 ","1,733 ","2,015 ","2,319 ","2,650 ","2,944 ","3,285 ","3,591 ","3,835 ","4,131 "
R,R0401,LC5,"8,872 ",91 ,298 ,639 ,"1,088 ","1,604 ","1,969 ","2,420 ","2,833 ","3,296 ","3,668 ","4,037 ","4,407 ","4,721 ","5,063 ","5,485 "
R,R0501,LC5,"8,342 ",85 ,234 ,530 ,864 ,"1,266 ","1,586 ","1,975 ","2,365 ","2,716 ","3,065 ","3,381 ","3,713 ","4,040 ","4,397 ","4,702 "
R,R0601,LC5,"4,452 ",32 ,123 ,275 ,443 ,618 ,783 ,972 ,"1,126 ","1,312 ","1,458 ","1,637 ","1,809 ","1,966 ","2,136 ","2,290 "
R,R0602,LC5,"3,688 ",44 ,121 ,237 ,380 ,597 ,749 ,842 ,"1,073 ","1,255 ","1,422 ","1,574 ","1,715 ","1,882 ","2,037 ","2,185 "
R,R0701,LC5,"9,928 ",65 ,276 ,595 ,944 ,"1,291 ","1,572 ","1,880 ","2,143 ","2,386 ","2,649 ","2,932 ","3,260 ","3,526 ","3,766 ","4,032 "
R,R0801,LC5,"11,590 ",92 ,292 ,615 ,939 ,"1,333 ","1,640 ","2,038 ","2,372 ","2,710 ","3,077 ","3,365 ","3,723 ","4,028 ","4,295 ","4,634 "
R,R0901,LC5,"8,183 ",54 ,206 ,436 ,755 ,"1,073 ","1,334 ","1,660 ","1,933 ","2,205 ","2,483 ","2,716 ","2,982 ","3,251 ","3,502 ","3,741 "
R,R1001,LC5,"8,817 ",58 ,313 ,623 ,953 ,"1,305 ","1,626 ","1,957 ","2,244 ","2,532 ","2,826 ","3,119 ","3,453 ","3,711 ","3,969 ","4,252 "
R,R1101,LC5,"5,787 ",55 ,152 ,325 ,511 ,670 ,843 ,"1,008 ","1,152 ","1,330 ","1,498 ","1,655 ","1,823 ","1,985 ","2,108 ","2,242 "
R,R1102,LC5,"2,924 ",24 ,58 ,119 ,229 ,348 ,458 ,586 ,668 ,778 ,880 ,989 ,"1,069 ","1,165 ","1,279 ","1,375 "
R,R1201,LC5,"8,596 ",63 ,227 ,514 ,814 ,"1,139 ","1,396 ","1,724 ","2,009 ","2,287 ","2,606 ","2,917 ","3,204 ","3,483 ","3,760 ","3,989 "
R,R1301,LC5,"3,145 ",40 ,114 ,211 ,328 ,458 ,593 ,710 ,818 ,922 ,"1,056 ","1,164 ","1,277 ","1,379 ","1,472 ","1,576 "
R,R1302,LC5,"6,195 ",70 ,157 ,301 ,487 ,702 ,879 ,"1,045 ","1,207 ","1,391 ","1,601 ","1,813 ","2,015 ","2,188 ","2,353 ","2,526 "
R,R1401,LC5,"7,815 ",36 ,164 ,323 ,568 ,778 ,"1,021 ","1,220 ","1,426 ","1,646 ","1,852 ","2,096 ","2,328 ","2,612 ","2,846 ","3,133 "
R,R1501,LC5,"4,798 ",48 ,119 ,252 ,406 ,657 ,853 ,"1,085 ","1,304 ","1,468 ","1,691 ","1,907 ","2,053 ","2,222 ","2,463 ","2,682 "
R,R1502,LC5,"4,053 ",30 ,96 ,200 ,338 ,474 ,600 ,728 ,833 ,971 ,"1,095 ","1,251 ","1,390 ","1,506 ","1,631 ","1,745 "
R,R1601,LC5,"10,050 ",65 ,180 ,395 ,672 ,979 ,"1,238 ","1,521 ","1,775 ","2,050 ","2,342 ","2,603 ","2,923 ","3,254 ","3,591 ","3,878 "
R,R1602,LC5,"1,863 ",20 ,64 ,136 ,211 ,297 ,375 ,477 ,562 ,665 ,737 ,811 ,877 ,946 ,"1,042 ","1,129 "
R,R1701,LC5,"8,474 ",48 ,203 ,403 ,623 ,891 ,"1,182 ","1,440 ","1,702 ","1,969 ","2,230 ","2,494 ","2,765 ","3,021 ","3,240 ","3,468 "
R,R1801,LC5,"9,479 ",67 ,243 ,490 ,820 ,"1,137 ","1,374 ","1,665 ","1,859 ","2,116 ","2,381 ","2,690 ","3,009 ","3,310 ","3,584 ","3,879 "
