,Counts
"('28/05/2014-242', 'Present')",5
"('16/05/2013-669', 'Present')",5
"('16/05/2013-655', 'Present')",5
"('29/05/2014-383', 'Present')",5
"('29/05/2014-415', 'Present')",5
"('16/05/2013-668', 'Present')",5
"('12/05/2016-242', 'Present')",5
"('29/05/2014-581', 'Present')",5
"('11/05/2016-206', 'Present')",5
"('28/05/2014-182', 'Present')",5
"('28/05/2014-155', 'Present')",5
"('30/05/2014-695', 'Present')",5
"('16/05/2013-625', 'Present')",5
"('04/06/2014-975', 'Present')",5
"('30/05/2014-700', 'Present')",5
"('30/05/2014-694', 'Present')",5
"('03/06/2015-29', 'Present')",5
"('23/05/2014-55', 'Present')",5
"('28/05/2015-515', 'Present')",5
"('20/05/2015-52', 'Present')",5
"('16/05/2013-545', 'Present')",5
"('23/05/2014-38', 'Present')",5
"('04/06/2014-1054', 'Present')",5
"('12/05/2016-239', 'Present')",5
"('28/05/2014-170', 'Present')",5
"('28/05/2014-258', 'Present')",5
"('11/05/2016-186', 'Present')",5
"('22/05/2015-380', 'Present')",5
"('16/05/2013-468', 'Present')",5
"('23/05/2014-39', 'Present')",5
"('29/05/2014-618', 'Present')",5
"('20/05/2015-36', 'Present')",5
"('28/05/2014-277', 'Present')",5
"('28/05/2015-505', 'Present')",5
"('11/05/2016-209', 'Present')",5
"('16/05/2013-544', 'Present')",5
"('11/05/2016-207', 'Present')",5
"('29/05/2014-580', 'Present')",5
"('12/05/2016-223', 'Present')",5
"('28/05/2014-153', 'Present')",5
"('16/05/2013-662', 'Present')",5
"('16/05/2013-636', 'Present')",5
"('20/05/2015-75', 'Present')",5
"('12/05/2016-210', 'Present')",5
"('29/05/2014-602', 'Present')",5
"('16/05/2013-585', 'Present')",5
"('03/06/2015-30', 'Present')",5
"('16/05/2013-653', 'Present')",5
"('20/05/2015-76', 'Present')",5
"('20/05/2015-78', 'Present')",5
"('28/05/2014-184', 'Present')",5
"('16/05/2013-477', 'Present')",5
"('20/05/2015-49', 'Present')",5
"('23/05/2014-42', 'Present')",5
"('16/05/2013-511', 'Present')",5
"('28/05/2014-154', 'Present')",5
"('28/05/2014-191', 'Present')",5
"('12/05/2016-305', 'Present')",5
"('16/05/2013-506', 'Present')",5
"('20/05/2015-95', 'Present')",5
"('22/05/2015-376', 'Present')",5
"('29/05/2014-604', 'Present')",5
"('28/05/2014-243', 'Present')",5
"('20/05/2015-80', 'Present')",5
"('23/05/2014-84', 'Present')",5
"('28/05/2014-152', 'Present')",5
"('11/05/2016-1', 'Present')",5
"('20/05/2015-67', 'Present')",5
"('12/05/2016-236', 'Present')",5
"('29/05/2014-384', 'Present')",5
"('22/05/2015-360', 'Present')",5
"('16/05/2013-465', 'Present')",5
"('29/05/2014-373', 'Present')",5
"('28/05/2014-234', 'Present')",5
"('30/05/2014-696', 'Present')",5
"('20/05/2015-77', 'Present')",5
"('16/05/2013-664', 'Present')",5
"('04/06/2014-1043', 'Present')",5
"('04/06/2014-1024', 'Present')",5
"('12/05/2016-302', 'Present')",5
"('27/05/2015-452', 'Present')",5
"('28/05/2014-192', 'Present')",5
"('16/05/2013-509', 'Present')",5
"('16/05/2013-547', 'Present')",5
"('21/05/2015-141', 'Present')",5
"('04/06/2014-974', 'Present')",5
"('29/05/2014-582', 'Present')",5
"('16/05/2013-641', 'Present')",5
"('12/05/2016-224', 'Present')",5
"('04/06/2014-981', 'Present')",5
"('23/05/2014-48', 'Present')",5
"('28/05/2014-235', 'Present')",5
"('27/05/2015-471', 'Present')",5
"('29/05/2014-416', 'Present')",5
"('12/05/2016-220', 'Present')",5
"('28/05/2014-237', 'Present')",5
"('04/06/2014-980', 'Present')",5
"('23/05/2014-52', 'Present')",5
"('16/05/2013-666', 'Present')",5
"('30/05/2014-693', 'Present')",5
"('16/05/2013-621', 'Present')",5
"('29/05/2014-382', 'Present')",5
"('16/05/2013-557', 'Present')",5
"('28/05/2014-179', 'Present')",5
"('28/05/2014-241', 'Present')",5
"('28/05/2014-176', 'Present')",5
"('21/05/2015-336', 'Present')",5
"('11/05/2016-185', 'Present')",5
"('04/06/2014-979', 'Present')",5
"('16/05/2013-469', 'Present')",5
"('30/05/2014-707', 'Present')",5
"('29/05/2014-413', 'Present')",5
"('28/05/2014-200', 'Present')",5
"('16/05/2013-464', 'Present')",5
"('30/05/2014-711', 'Present')",5
"('28/05/2015-500', 'Present')",5
"('29/05/2014-584', 'Present')",5
"('16/05/2013-657', 'Present')",5
"('29/05/2014-522', 'Present')",5
"('30/05/2014-701', 'Present')",5
"('16/05/2013-619', 'Present')",5
"('12/05/2016-225', 'Present')",5
"('04/06/2014-954', 'Present')",5
"('11/05/2016-183', 'Present')",5
"('28/05/2014-175', 'Present')",5
"('11/05/2016-123', 'Present')",5
"('16/05/2013-658', 'Present')",5
"('28/05/2014-97', 'Present')",5
"('16/05/2013-556', 'Present')",5
"('29/05/2014-562', 'Present')",5
"('29/05/2014-430', 'Present')",5
"('30/05/2014-790', 'Present')",5
"('30/05/2014-791', 'Present')",5
"('23/05/2014-57', 'Present')",5
"('16/05/2013-550', 'Present')",5
"('12/05/2016-230', 'Present')",5
"('28/05/2014-285', 'Present')",5
"('03/06/2015-28', 'Present')",5
"('22/05/2015-377', 'Present')",5
"('23/05/2014-37', 'Present')",5
"('16/05/2013-548', 'Present')",5
"('28/05/2014-312', 'Present')",5
"('30/05/2014-875', 'Present')",5
"('28/05/2014-180', 'Present')",5
"('16/05/2013-645', 'Present')",5
"('29/05/2014-603', 'Present')",5
"('16/05/2013-546', 'Present')",5
"('16/05/2013-549', 'Present')",5
"('16/05/2013-452', 'Present')",5
"('16/05/2013-642', 'Present')",5
"('12/05/2016-260', 'Present')",5
"('30/05/2014-699', 'Present')",5
"('28/05/2014-245', 'Present')",5
"('04/06/2014-1042', 'Present')",5
"('29/05/2014-414', 'Present')",5
"('28/05/2014-320', 'Present')",5
"('29/05/2014-563', 'Present')",5
"('28/05/2014-169', 'Present')",5
"('28/05/2014-125', 'Present')",5
"('21/05/2015-323', 'Present')",5
"('11/05/2016-122', 'Present')",5
"('28/05/2014-185', 'Present')",5
"('16/05/2013-507', 'Present')",5
"('21/05/2015-333', 'Present')",5
"('28/05/2015-485', 'Present')",5
"('04/06/2014-1056', 'Present')",5
"('28/05/2015-504', 'Present')",5
"('16/05/2013-656', 'Present')",5
"('16/05/2013-601', 'Present')",4
"('16/05/2013-455', 'Present')",4
"('12/05/2016-228', 'Present')",4
"('23/05/2014-35', 'Present')",4
"('20/05/2015-44', 'Present')",4
"('11/05/2016-80', 'Present')",4
"('28/05/2014-247', 'Present')",4
"('29/05/2014-387', 'Present')",4
"('29/05/2014-498', 'Present')",4
"('22/05/2015-379', 'Present')",4
"('28/05/2015-514', 'Present')",4
"('16/05/2013-458', 'Present')",4
"('23/05/2014-9', 'Present')",4
"('11/05/2016-142', 'Present')",4
"('28/05/2014-288', 'Present')",4
"('11/05/2016-115', 'Present')",4
"('28/05/2014-240', 'Present')",4
"('04/06/2014-966', 'Present')",4
"('03/06/2015-27', 'Present')",4
"('16/05/2013-660', 'Present')",4
"('20/05/2015-46', 'Present')",4
"('11/05/2016-54', 'Present')",4
"('23/05/2014-12', 'Present')",4
"('19/02/2016-3', 'Present')",4
"('16/05/2013-623', 'Present')",4
"('12/05/2016-298', 'Present')",4
"('28/05/2015-530', 'Present')",4
"('16/05/2013-630', 'Present')",4
"('23/05/2014-10', 'Present')",4
"('11/05/2016-116', 'Present')",4
"('04/06/2014-964', 'Present')",4
"('28/05/2015-519', 'Present')",4
"('16/05/2013-560', 'Present')",4
"('22/05/2015-383', 'Present')",4
"('04/06/2014-952', 'Present')",4
"('28/05/2014-239', 'Present')",4
"('04/06/2014-963', 'Present')",4
"('29/05/2014-380', 'Present')",4
"('20/05/2015-39', 'Present')",4
"('28/05/2014-251', 'Present')",4
"('12/05/2016-231', 'Present')",4
"('28/05/2015-512', 'Present')",4
"('12/05/2016-268', 'Present')",4
"('16/05/2013-536', 'Present')",4
"('04/06/2014-1047', 'Present')",4
"('23/05/2014-18', 'Present')",4
"('16/05/2013-639', 'Present')",4
"('28/05/2015-517', 'Present')",4
"('16/05/2013-661', 'Present')",4
"('20/05/2015-34', 'Present')",4
"('11/05/2016-127', 'Present')",4
"('16/05/2013-532', 'Present')",4
"('12/05/2016-270', 'Present')",4
"('19/02/2016-4', 'Present')",4
"('23/05/2014-11', 'Present')",4
"('29/05/2014-381', 'Present')",4
"('16/05/2013-559', 'Present')",4
"('04/06/2014-1027', 'Present')",4
"('11/05/2016-81', 'Present')",4
"('11/05/2016-45', 'Present')",4
"('11/05/2016-196', 'Present')",4
"('16/05/2013-631', 'Present')",4
"('16/05/2013-449', 'Present')",4
"('11/05/2016-169', 'Present')",4
"('23/05/2014-43', 'Present')",4
"('04/06/2014-962', 'Present')",4
"('04/06/2014-960', 'Present')",4
"('12/05/2016-217', 'Present')",4
"('11/05/2016-94', 'Present')",4
"('23/05/2014-16', 'Present')",4
"('28/05/2014-246', 'Present')",4
"('16/05/2013-640', 'Present')",4
"('12/05/2016-214', 'Present')",4
"('16/05/2013-590', 'Present')",4
"('04/06/2014-967', 'Present')",4
"('29/05/2015-1', 'Present')",4
"('11/05/2016-141', 'Present')",4
"('11/05/2016-37', 'Present')",4
"('20/05/2015-45', 'Present')",4
"('16/05/2013-627', 'Present')",4
"('16/05/2013-589', 'Present')",4
"('11/05/2016-180', 'Present')",4
"('04/06/2014-977', 'Present')",4
"('22/05/2015-381', 'Present')",4
"('28/05/2015-518', 'Present')",4
"('04/06/2014-1029', 'Present')",4
"('28/05/2014-249', 'Present')",4
"('16/05/2013-558', 'Present')",4
"('12/05/2016-216', 'Present')",4
"('16/05/2013-534', 'Present')",4
"('29/05/2014-375', 'Present')",4
"('16/05/2013-535', 'Present')",4
"('28/05/2014-289', 'Present')",4
"('16/05/2013-459', 'Present')",4
"('16/05/2013-454', 'Present')",4
"('12/05/2016-213', 'Present')",4
"('28/05/2015-513', 'Present')",4
"('23/05/2014-29', 'Present')",4
"('19/02/2016-1', 'Present')",4
"('04/06/2014-1028', 'Present')",4
"('11/05/2016-53', 'Present')",4
"('20/05/2015-93', 'Present')",4
"('04/06/2014-961', 'Present')",4
"('12/05/2016-243', 'Present')",4
"('11/05/2016-176', 'Present')",4
"('23/05/2014-30', 'Present')",4
"('28/05/2014-193', 'Present')",4
"('04/06/2014-1048', 'Present')",4
"('19/02/2016-2', 'Present')",4
"('22/05/2015-388', 'Present')",4
"('28/05/2014-151', 'Present')",4
"('11/05/2016-179', 'Present')",4
"('23/05/2014-32', 'Present')",4
"('12/05/2016-246', 'Present')",4
"('16/05/2013-439', 'Present')",4
"('29/05/2014-386', 'Present')",4
"('21/05/2015-243', 'Present')",4
"('11/05/2016-168', 'Present')",4
"('20/05/2015-96', 'Present')",4
"('20/05/2015-35', 'Present')",4
"('11/05/2016-125', 'Present')",4
"('12/05/2016-215', 'Present')",4
"('16/05/2013-453', 'Present')",4
"('23/05/2014-1', 'Present')",4
"('11/05/2016-190', 'Present')",4
"('28/05/2014-126', 'Present')",4
"('29/05/2014-377', 'Present')",4
"('12/05/2016-308', 'Present')",4
"('04/06/2014-1032', 'Present')",4
"('16/05/2013-588', 'Present')",4
"('23/05/2014-13', 'Present')",4
"('19/02/2016-5', 'Present')",4
"('04/06/2014-965', 'Present')",4
"('16/05/2013-628', 'Present')",4
"('20/05/2015-92', 'Present')",4
"('12/05/2016-218', 'Present')",4
"('11/05/2016-128', 'Present')",4
"('16/05/2013-530', 'Present')",4
"('11/05/2016-177', 'Present')",4
"('11/05/2016-58', 'Present')",4
"('23/05/2014-44', 'Present')",4
"('29/05/2014-379', 'Present')",4
"('20/05/2015-21', 'Present')",4
"('28/05/2014-102', 'Present')",4
"('23/05/2014-25', 'Present')",4
"('23/05/2014-24', 'Present')",4
"('11/05/2016-42', 'Present')",4
"('23/05/2014-47', 'Present')",4
"('11/05/2016-129', 'Present')",4
"('11/05/2016-194', 'Present')",4
"('16/05/2013-555', 'Present')",4
"('11/05/2016-145', 'Present')",4
"('23/05/2014-14', 'Present')",4
"('12/05/2016-212', 'Present')",4
"('04/06/2014-953', 'Present')",4
"('16/05/2013-460', 'Present')",4
"('28/05/2014-197', 'Present')",4
"('22/05/2015-386', 'Present')",4
"('16/05/2013-629', 'Present')",4
"('23/05/2014-45', 'Present')",4
"('19/02/2016-6', 'Present')",4
"('11/05/2016-178', 'Present')",4
"('11/05/2016-55', 'Present')",4
"('12/05/2016-269', 'Present')",4
"('28/05/2015-520', 'Present')",4
"('28/05/2014-287', 'Present')",4
"('22/05/2015-387', 'Present')",4
"('28/05/2015-510', 'Present')",4
"('04/06/2014-959', 'Present')",4
"('23/05/2014-33', 'Present')",4
"('16/05/2013-529', 'Present')",4
"('23/05/2014-22', 'Present')",4
"('16/05/2013-637', 'Present')",4
"('23/05/2014-15', 'Present')",4
"('23/05/2014-26', 'Present')",4
"('23/05/2014-34', 'Present')",4
"('27/05/2015-454', 'Present')",4
"('28/05/2014-194', 'Present')",4
"('16/05/2013-652', 'Present')",4
"('11/05/2016-126', 'Present')",4
"('16/05/2013-504', 'Present')",4
"('29/05/2014-385', 'Present')",4
"('28/05/2014-195', 'Present')",4
"('23/05/2014-50', 'Present')",4
"('04/06/2014-1031', 'Present')",4
"('23/05/2014-46', 'Present')",4
"('23/05/2014-19', 'Present')",4
"('11/05/2016-143', 'Present')",4
"('23/05/2014-17', 'Present')",4
"('23/05/2014-20', 'Present')",4
"('22/05/2015-384', 'Present')",4
"('04/06/2014-1060', 'Present')",4
"('28/05/2014-252', 'Present')",4
"('23/05/2014-21', 'Present')",4
"('27/05/2015-468', 'Present')",4
"('27/05/2015-453', 'Present')",4
"('11/05/2016-144', 'Present')",4
"('19/02/2016-7', 'Present')",4
"('16/05/2013-633', 'Present')",4
"('03/06/2015-26', 'Present')",4
"('16/05/2013-456', 'Present')",4
"('23/05/2014-31', 'Present')",4
"('22/05/2015-382', 'Present')",4
"('04/06/2014-1033', 'Present')",4
"('11/05/2016-182', 'Present')",4
"('04/06/2014-1030', 'Present')",4
"('16/05/2013-531', 'Present')",4
"('29/05/2014-378', 'Present')",4
"('23/05/2014-28', 'Present')",4
"('22/05/2015-385', 'Present')",4
"('20/05/2015-37', 'Present')",4
"('16/05/2013-543', 'Present')",4
"('28/05/2014-238', 'Present')",4
"('04/06/2014-978', 'Present')",4
"('23/05/2014-27', 'Present')",4
"('23/05/2014-23', 'Present')",4
"('28/05/2014-196', 'Present')",4
"('16/05/2013-620', 'Present')",4
"('12/05/2016-244', 'Present')",4
"('11/05/2016-46', 'Present')",4
"('22/05/2015-378', 'Present')",4
"('29/05/2014-374', 'Present')",4
"('04/06/2014-1059', 'Present')",4
"('29/05/2014-376', 'Present')",4
"('28/05/2014-129', 'Present')",4
"('12/05/2016-301', 'Present')",4
"('28/05/2014-250', 'Present')",4
"('28/05/2014-248', 'Present')",4
"('16/05/2013-451', 'Present')",4
"('28/05/2014-205', 'Present')",4
"('23/05/2014-8', 'Present')",4
"('16/05/2013-457', 'Present')",4
"('11/05/2016-99', 'Present')",4
"('12/05/2016-276', 'Present')",4
"('11/05/2016-181', 'Present')",4
"('04/06/2014-976', 'Present')",4
"('11/05/2016-65', 'Present')",3
"('28/05/2014-145', 'Present')",3
"('11/05/2016-198', 'Present')",3
"('20/05/2015-40', 'Present')",3
"('12/05/2016-296', 'Present')",3
"('11/05/2016-101', 'Present')",3
"('11/05/2016-140', 'Present')",3
"('11/05/2016-102', 'Present')",3
"('12/05/2016-306', 'Present')",3
"('28/05/2014-148', 'Present')",3
"('11/05/2016-66', 'Present')",3
"('20/05/2015-20', 'Present')",3
"('15/05/2013-202', 'Present')",3
"('11/05/2016-56', 'Present')",3
"('11/05/2016-197', 'Present')",3
"('20/05/2015-100', 'Present')",3
"('11/05/2016-112', 'Present')",3
"('11/05/2016-117', 'Present')",3
"('12/05/2016-221', 'Present')",3
"('23/05/2014-5', 'Present')",3
"('12/05/2016-251', 'Present')",3
"('28/05/2014-138', 'Present')",3
"('03/06/2015-23', 'Present')",3
"('16/05/2013-443', 'Present')",3
"('12/05/2016-299', 'Present')",3
"('11/05/2016-135', 'Present')",3
"('28/05/2014-298', 'Present')",3
"('11/05/2016-161', 'Present')",3
"('04/06/2014-1061', 'Present')",3
"('11/05/2016-64', 'Present')",3
"('16/05/2013-442', 'Present')",3
"('20/05/2015-28', 'Present')",3
"('12/05/2016-259', 'Present')",3
"('14/05/2013-81', 'Present')",3
"('11/05/2016-153', 'Present')",3
"('16/05/2013-593', 'Present')",3
"('11/05/2016-172', 'Present')",3
"('11/05/2016-134', 'Present')",3
"('15/05/2013-204', 'Present')",3
"('20/05/2015-38', 'Present')",3
"('28/05/2014-293', 'Present')",3
"('21/05/2015-210', 'Present')",3
"('16/05/2013-445', 'Present')",3
"('28/05/2014-295', 'Present')",3
"('11/05/2016-139', 'Present')",3
"('28/05/2014-127', 'Present')",3
"('11/05/2016-170', 'Present')",3
"('23/05/2014-4', 'Present')",3
"('12/05/2016-258', 'Present')",3
"('04/06/2014-958', 'Present')",3
"('11/05/2016-97', 'Present')",3
"('28/05/2014-141', 'Present')",3
"('11/05/2016-44', 'Present')",3
"('11/05/2016-106', 'Present')",3
"('15/05/2013-429', 'Present')",3
"('15/05/2013-189', 'Present')",3
"('15/05/2013-205', 'Present')",3
"('28/05/2014-146', 'Present')",3
"('11/05/2016-41', 'Present')",3
"('04/06/2014-1049', 'Present')",3
"('11/05/2016-120', 'Present')",3
"('20/05/2015-33', 'Present')",3
"('11/05/2016-105', 'Present')",3
"('20/05/2015-99', 'Present')",3
"('04/06/2014-957', 'Present')",3
"('12/05/2016-304', 'Present')",3
"('11/05/2016-110', 'Present')",3
"('11/05/2016-152', 'Present')",3
"('16/05/2013-594', 'Present')",3
"('16/05/2013-440', 'Present')",3
"('11/05/2016-130', 'Present')",3
"('11/05/2016-43', 'Present')",3
"('20/05/2015-41', 'Present')",3
"('11/05/2016-138', 'Present')",3
"('11/05/2016-164', 'Present')",3
"('11/05/2016-148', 'Present')",3
"('12/05/2016-287', 'Present')",3
"('20/05/2015-94', 'Present')",3
"('12/05/2016-297', 'Present')",3
"('20/05/2015-31', 'Present')",3
"('04/06/2014-999', 'Present')",3
"('15/05/2013-433', 'Present')",3
"('11/05/2016-67', 'Present')",3
"('28/05/2014-139', 'Present')",3
"('22/05/2015-390', 'Present')",3
"('20/05/2015-29', 'Present')",3
"('28/05/2014-150', 'Present')",3
"('30/05/2014-838', 'Present')",3
"('15/05/2013-428', 'Present')",3
"('11/05/2016-12', 'Present')",3
"('29/05/2014-601', 'Present')",3
"('20/05/2015-81', 'Present')",3
"('20/05/2015-42', 'Present')",3
"('04/06/2014-1066', 'Present')",3
"('28/05/2014-131', 'Present')",3
"('11/05/2016-63', 'Present')",3
"('15/05/2013-434', 'Present')",3
"('04/06/2014-1067', 'Present')",3
"('14/05/2013-30', 'Present')",3
"('12/05/2016-284', 'Present')",3
"('12/05/2016-285', 'Present')",3
"('16/05/2013-441', 'Present')",3
"('11/05/2016-60', 'Present')",3
"('11/05/2016-159', 'Present')",3
"('14/05/2013-94', 'Present')",3
"('11/05/2016-118', 'Present')",3
"('12/05/2016-288', 'Present')",3
"('11/05/2016-59', 'Present')",3
"('11/05/2016-158', 'Present')",3
"('28/05/2014-132', 'Present')",3
"('23/05/2014-7', 'Present')",3
"('16/05/2013-450', 'Present')",3
"('11/05/2016-131', 'Present')",3
"('16/05/2013-533', 'Present')",3
"('11/05/2016-132', 'Present')",3
"('11/05/2016-114', 'Present')",3
"('28/05/2014-128', 'Present')",3
"('12/05/2016-233', 'Present')",3
"('11/05/2016-104', 'Present')",3
"('11/05/2016-137', 'Present')",3
"('16/05/2013-600', 'Present')",3
"('11/05/2016-195', 'Present')",3
"('15/05/2013-399', 'Present')",3
"('20/05/2015-91', 'Present')",3
"('12/05/2016-307', 'Present')",3
"('04/06/2014-1064', 'Present')",3
"('03/06/2015-24', 'Present')",3
"('26/05/2016-12', 'Present')",3
"('11/05/2016-72', 'Present')",3
"('11/05/2016-15', 'Present')",3
"('04/06/2014-1065', 'Present')",3
"('04/06/2014-1068', 'Present')",3
"('03/06/2015-5', 'Present')",3
"('30/05/2014-744', 'Present')",3
"('12/05/2016-252', 'Present')",3
"('16/05/2013-447', 'Present')",3
"('28/05/2014-297', 'Present')",3
"('15/05/2013-430', 'Present')",3
"('20/05/2015-43', 'Present')",3
"('12/05/2016-235', 'Present')",3
"('28/05/2014-291', 'Present')",3
"('15/05/2013-431', 'Present')",3
"('11/05/2016-71', 'Present')",3
"('16/05/2013-446', 'Present')",3
"('11/05/2016-39', 'Present')",3
"('11/05/2016-133', 'Present')",3
"('04/06/2014-1062', 'Present')",3
"('11/05/2016-136', 'Present')",3
"('28/05/2014-292', 'Present')",3
"('28/05/2014-130', 'Present')",3
"('03/06/2015-25', 'Present')",3
"('11/05/2016-160', 'Present')",3
"('28/05/2014-144', 'Present')",3
"('16/05/2013-592', 'Present')",3
"('04/06/2014-956', 'Present')",3
"('11/05/2016-203', 'Present')",3
"('11/05/2016-61', 'Present')",3
"('20/05/2015-98', 'Present')",3
"('04/06/2014-1063', 'Present')",3
"('11/05/2016-150', 'Present')",3
"('12/05/2016-295', 'Present')",3
"('28/05/2014-149', 'Present')",3
"('15/05/2013-435', 'Present')",3
"('28/05/2014-294', 'Present')",3
"('28/05/2014-296', 'Present')",3
"('23/05/2014-3', 'Present')",3
"('23/05/2014-6', 'Present')",3
"('28/05/2014-137', 'Present')",3
"('16/05/2013-444', 'Present')",3
"('11/05/2016-38', 'Present')",3
"('11/05/2016-57', 'Present')",3
"('11/05/2016-119', 'Present')",3
"('20/05/2015-101', 'Present')",3
"('12/05/2016-234', 'Present')",3
"('11/05/2016-111', 'Present')",3
"('15/05/2013-303', 'Present')",2
"('12/05/2016-280', 'Present')",2
"('15/05/2013-390', 'Present')",2
"('15/05/2013-437', 'Present')",2
"('14/05/2013-104', 'Present')",2
"('03/06/2015-15', 'Present')",2
"('11/05/2016-154', 'Present')",2
"('11/05/2016-74', 'Present')",2
"('15/05/2013-424', 'Present')",2
"('15/05/2013-212', 'Present')",2
"('15/05/2013-377', 'Present')",2
"('14/05/2013-85', 'Present')",2
"('15/05/2013-304', 'Present')",2
"('12/05/2016-291', 'Present')",2
"('11/05/2016-93', 'Present')",2
"('12/05/2016-292', 'Present')",2
"('14/05/2013-97', 'Present')",2
"('11/05/2016-109', 'Present')",2
"('14/05/2013-37', 'Present')",2
"('15/05/2013-291', 'Present')",2
"('15/05/2013-396', 'Present')",2
"('15/05/2013-301', 'Present')",2
"('11/05/2016-68', 'Present')",2
"('12/05/2016-286', 'Present')",2
"('11/05/2016-79', 'Present')",2
"('15/05/2013-296', 'Present')",2
"('15/05/2013-425', 'Present')",2
"('15/05/2013-372', 'Present')",2
"('03/06/2015-12', 'Present')",2
"('15/05/2013-400', 'Present')",2
"('14/05/2013-57', 'Present')",2
"('20/05/2015-19', 'Present')",2
"('15/05/2013-214', 'Present')",2
"('15/05/2013-383', 'Present')",2
"('14/05/2013-106', 'Present')",2
"('03/06/2015-13', 'Present')",2
"('11/05/2016-75', 'Present')",2
"('04/06/2014-955', 'Present')",2
"('28/05/2014-147', 'Present')",2
"('15/05/2013-315', 'Present')",2
"('14/05/2013-107', 'Present')",2
"('11/05/2016-76', 'Present')",2
"('15/05/2013-427', 'Present')",2
"('15/05/2013-378', 'Present')",2
"('15/05/2013-361', 'Present')",2
"('14/05/2013-83', 'Present')",2
"('20/05/2015-15', 'Present')",2
"('03/06/2015-11', 'Present')",2
"('15/05/2013-380', 'Present')",2
"('20/05/2015-27', 'Present')",2
"('11/06/2014-1', 'Present')",2
"('15/05/2013-321', 'Present')",2
"('20/05/2015-24', 'Present')",2
"('15/05/2013-381', 'Present')",2
"('20/05/2015-11', 'Present')",2
"('14/05/2013-91', 'Present')",2
"('14/05/2013-54', 'Present')",2
"('12/05/2016-229', 'Present')",2
"('14/05/2013-29', 'Present')",2
"('15/05/2013-412', 'Present')",2
"('15/05/2013-369', 'Present')",2
"('15/05/2013-385', 'Present')",2
"('15/05/2013-293', 'Present')",2
"('11/05/2016-84', 'Present')",2
"('20/05/2015-9', 'Present')",2
"('12/05/2016-245', 'Present')",2
"('14/05/2013-105', 'Present')",2
"('15/05/2013-415', 'Present')",2
"('15/05/2013-292', 'Present')",2
"('15/05/2013-294', 'Present')",2
"('15/05/2013-300', 'Present')",2
"('15/05/2013-423', 'Present')",2
"('11/05/2016-149', 'Present')",2
"('15/05/2013-376', 'Present')",2
"('14/05/2013-41', 'Present')",2
"('11/05/2016-108', 'Present')",2
"('15/05/2013-388', 'Present')",2
"('12/05/2016-273', 'Present')",2
"('11/05/2016-146', 'Present')",2
"('28/05/2015-506', 'Present')",2
"('14/05/2013-74', 'Present')",2
"('15/05/2013-297', 'Present')",2
"('14/05/2013-87', 'Present')",2
"('20/05/2015-5', 'Present')",2
"('14/05/2013-88', 'Present')",2
"('28/05/2014-133', 'Present')",2
"('16/05/2013-591', 'Present')",2
"('14/05/2013-35', 'Present')",2
"('11/05/2016-85', 'Present')",2
"('14/05/2013-90', 'Present')",2
"('15/05/2013-374', 'Present')",2
"('14/05/2013-110', 'Present')",2
"('16/05/2013-596', 'Present')",2
"('11/05/2016-82', 'Present')",2
"('15/05/2013-295', 'Present')",2
"('12/05/2016-290', 'Present')",2
"('12/05/2016-275', 'Present')",2
"('14/05/2013-95', 'Present')",2
"('28/05/2014-142', 'Present')",2
"('14/05/2013-65', 'Present')",2
"('14/05/2013-92', 'Present')",2
"('14/05/2013-109', 'Present')",2
"('15/05/2013-215', 'Present')",2
"('11/05/2016-155', 'Present')",2
"('16/05/2013-595', 'Present')",2
"('14/05/2013-67', 'Present')",2
"('15/05/2013-436', 'Present')",2
"('29/05/2014-617', 'Present')",2
"('15/05/2013-413', 'Present')",2
"('14/05/2013-77', 'Present')",2
"('30/05/2014-793', 'Present')",2
"('14/05/2013-66', 'Present')",2
"('15/05/2013-319', 'Present')",2
"('14/05/2013-62', 'Present')",2
"('15/05/2013-317', 'Present')",2
"('20/05/2015-12', 'Present')",2
"('28/05/2014-140', 'Present')",2
"('12/05/2016-293', 'Present')",2
"('15/05/2013-298', 'Present')",2
"('11/05/2016-70', 'Present')",2
"('15/05/2013-393', 'Present')",2
"('14/05/2013-47', 'Present')",2
"('11/05/2016-162', 'Present')",2
"('15/05/2013-359', 'Present')",2
"('11/05/2016-8', 'Present')",2
"('20/05/2015-30', 'Present')",2
"('14/05/2013-73', 'Present')",2
"('16/05/2013-438', 'Present')",2
"('03/06/2015-20', 'Present')",2
"('14/05/2013-39', 'Present')",2
"('15/05/2013-421', 'Present')",2
"('11/05/2016-51', 'Present')",2
"('21/05/2015-201', 'Present')",2
"('14/05/2013-76', 'Present')",2
"('15/05/2013-370', 'Present')",2
"('15/05/2013-401', 'Present')",2
"('11/05/2016-48', 'Present')",2
"('15/05/2013-420', 'Present')",2
"('11/05/2016-199', 'Present')",2
"('14/05/2013-93', 'Present')",2
"('15/05/2013-389', 'Present')",2
"('28/05/2014-136', 'Present')",2
"('14/05/2013-46', 'Present')",2
"('14/05/2013-50', 'Present')",2
"('20/05/2015-14', 'Present')",2
"('15/05/2013-422', 'Present')",2
"('15/05/2013-299', 'Present')",2
"('23/10/2013-5', 'Present')",2
"('14/05/2013-72', 'Present')",2
"('14/05/2013-89', 'Present')",2
"('15/05/2013-373', 'Present')",2
"('15/05/2013-416', 'Present')",2
"('15/05/2013-395', 'Present')",2
"('15/05/2013-397', 'Present')",2
"('14/05/2013-44', 'Present')",2
"('20/05/2015-13', 'Present')",2
