,Counts
"('11/05/2016-98', 'Present')",1
"('14/05/2013-143', 'Present')",1
"('01/02/2013-1', 'Present')",1
"('04/06/2015-36', 'Present')",1
"('25/11/2015-4', 'Present')",1
"('06/11/2014-6', 'Present')",1
"('01/02/2013-4', 'Present')",1
"('14/07/2014-31', 'Present')",1
"('09/01/2014-7', 'Present')",1
"('14/05/2013-163', 'Present')",1
"('21/01/2015-1', 'Present')",1
"('29/05/2013-3', 'Present')",1
"('05/02/2015-1', 'Present')",1
"('12/12/2012-1', 'Present')",1
"('23/05/2013-5', 'Present')",1
"('14/05/2013-176', 'Present')",1
"('11/11/2015-1', 'Present')",1
"('18/10/2012-10', 'Present')",1
"('13/02/2015-2', 'Present')",1
"('11/05/2016-147', 'Present')",1
"('01/02/2013-2', 'Present')",1
"('11/05/2016-49', 'Present')",1
"('14/11/2012-4', 'Present')",1
"('10/06/2015-1', 'Present')",1
"('19/03/2015-4', 'Present')",1
"('01/02/2013-3', 'Present')",1
"('15/05/2013-265', 'Present')",1
"('20/11/2013-6', 'Present')",1
"('14/05/2013-21', 'Present')",1
"('14/07/2014-30', 'Present')",1
"('06/12/2013-11', 'Present')",1
"('10/07/2014-12', 'Present')",1
"('25/10/2012-12', 'Present')",1
"('14/05/2013-10', 'Present')",1
"('26/05/2016-9', 'Present')",1
"('31/10/2012-10', 'Present')",1
"('29/10/2014-31', 'Present')",1
"('07/01/2015-2', 'Present')",1
"('15/05/2013-264', 'Present')",1
"('16/06/2016-10', 'Present')",1
"('19/06/2013-2', 'Present')",1
"('25/06/2014-2', 'Present')",1
"('28/05/2014-112', 'Present')",1
"('14/07/2014-34', 'Present')",1
"('15/05/2013-410', 'Present')",1
"('10/07/2014-23', 'Present')",1
"('12/11/2014-1', 'Present')",1
"('14/05/2013-141', 'Present')",1
"('15/05/2013-339', 'Present')",1
"('29/10/2014-9', 'Present')",1
"('15/05/2013-228', 'Present')",1
"('15/05/2013-278', 'Present')",1
"('07/11/2012-11', 'Present')",1
"('28/11/2012-4', 'Present')",1
"('03/12/2015-2', 'Present')",1
"('04/06/2015-38', 'Present')",1
"('21/03/2014-9', 'Present')",1
"('29/10/2014-16', 'Present')",1
"('06/06/2013-16', 'Present')",1
"('17/10/2012-2', 'Present')",1
"('15/05/2013-269', 'Present')",1
"('06/06/2013-11', 'Present')",1
"('15/05/2013-349', 'Present')",1
"('12/06/2014-8', 'Present')",1
"('28/05/2014-119', 'Present')",1
"('15/05/2013-229', 'Present')",1
"('10/10/2013-2', 'Present')",1
"('24/01/2013-7', 'Present')",1
"('26/03/2014-2', 'Present')",1
"('08/01/2014-1', 'Present')",1
"('19/06/2014-2', 'Present')",1
"('15/05/2013-405', 'Present')",1
"('18/07/2013-3', 'Present')",1
"('20/11/2014-5', 'Present')",1
"('14/05/2013-3', 'Present')",1
"('24/10/2012-6', 'Present')",1
"('15/05/2013-402', 'Present')",1
"('04/06/2015-40', 'Present')",1
"('03/06/2016-12', 'Present')",1
"('28/05/2014-118', 'Present')",1
"('26/03/2015-6', 'Present')",1
"('27/03/2015-14', 'Present')",1
"('30/10/2013-9', 'Present')",1
"('26/03/2015-9', 'Present')",1
"('14/05/2013-140', 'Present')",1
"('14/05/2013-116', 'Present')",1
"('05/12/2013-4', 'Present')",1
"('28/01/2015-4', 'Present')",1
"('29/11/2012-8', 'Present')",1
"('06/06/2013-12', 'Present')",1
"('07/11/2012-10', 'Present')",1
"('15/05/2013-267', 'Present')",1
"('15/05/2013-195', 'Present')",1
"('25/06/2015-4', 'Present')",1
"('14/05/2013-121', 'Present')",1
"('15/05/2013-284', 'Present')",1
"('03/07/2013-6', 'Present')",1
"('18/12/2013-1', 'Present')",1
"('14/05/2013-2', 'Present')",1
"('29/10/2014-21', 'Present')",1
"('29/05/2013-4', 'Present')",1
"('07/01/2015-7', 'Present')",1
"('20/12/2012-2', 'Present')",1
"('21/03/2014-7', 'Present')",1
"('10/07/2014-13', 'Present')",1
"('07/01/2015-12', 'Present')",1
"('13/11/2013-4', 'Present')",1
"('25/06/2014-1', 'Present')",1
"('12/06/2014-4', 'Present')",1
"('04/12/2013-1', 'Present')",1
"('15/05/2013-245', 'Present')",1
"('13/11/2013-7', 'Present')",1
"('14/05/2013-4', 'Present')",1
"('27/06/2013-8', 'Present')",1
"('31/10/2012-1', 'Present')",1
"('19/11/2015-1', 'Present')",1
"('14/05/2013-168', 'Present')",1
"('15/05/2013-350', 'Present')",1
"('08/01/2014-5', 'Present')",1
"('14/05/2013-155', 'Present')",1
"('16/06/2016-9', 'Present')",1
"('14/05/2013-115', 'Present')",1
"('29/10/2015-6', 'Present')",1
"('14/05/2013-8', 'Present')",1
"('14/05/2013-131', 'Present')",1
"('19/05/2016-3', 'Present')",1
"('23/10/2013-4', 'Present')",1
"('04/06/2015-43', 'Present')",1
"('27/03/2015-20', 'Present')",1
"('29/10/2015-2', 'Present')",1
"('27/03/2014-9', 'Present')",1
"('10/07/2014-6', 'Present')",1
"('03/07/2013-10', 'Present')",1
"('14/05/2013-137', 'Present')",1
"('14/05/2013-23', 'Present')",1
"('13/11/2013-6', 'Present')",1
"('10/12/2014-5', 'Present')",1
"('29/10/2014-26', 'Present')",1
"('20/04/2016-2', 'Present')",1
"('18/07/2013-6', 'Present')",1
"('29/10/2015-4', 'Present')",1
"('29/01/2015-7', 'Present')",1
"('26/11/2014-2', 'Present')",1
"('15/05/2013-244', 'Present')",1
"('15/05/2013-223', 'Present')",1
"('15/05/2013-277', 'Present')",1
"('20/02/2014-4', 'Present')",1
"('15/05/2013-364', 'Present')",1
"('14/07/2014-43', 'Present')",1
"('21/02/2014-18', 'Present')",1
"('07/02/2013-5', 'Present')",1
"('27/06/2013-15', 'Present')",1
"('07/11/2013-5', 'Present')",1
"('14/05/2013-124', 'Present')",1
"('15/05/2013-367', 'Present')",1
"('11/06/2014-3', 'Present')",1
"('29/10/2014-3', 'Present')",1
"('10/01/2013-7', 'Present')",1
"('31/10/2012-13', 'Present')",1
"('30/10/2013-10', 'Present')",1
"('15/05/2013-345', 'Present')",1
"('15/05/2013-226', 'Present')",1
"('06/12/2012-7', 'Present')",1
"('21/03/2014-8', 'Present')",1
"('05/12/2013-8', 'Present')",1
"('14/05/2013-139', 'Present')",1
"('29/10/2014-33', 'Present')",1
"('15/05/2013-336', 'Present')",1
"('11/05/2016-52', 'Present')",1
"('25/11/2015-1', 'Present')",1
"('26/11/2014-9', 'Present')",1
"('18/12/2014-8', 'Present')",1
"('20/05/2015-3', 'Present')",1
"('14/05/2013-14', 'Present')",1
"('23/01/2013-4', 'Present')",1
"('27/03/2014-6', 'Present')",1
"('18/07/2013-7', 'Present')",1
"('10/07/2013-3', 'Present')",1
"('20/11/2014-6', 'Present')",1
"('10/07/2014-15', 'Present')",1
"('14/02/2014-4', 'Present')",1
"('14/05/2013-128', 'Present')",1
"('14/07/2014-26', 'Present')",1
"('15/05/2013-263', 'Present')",1
"('18/10/2012-9', 'Present')",1
"('15/05/2013-240', 'Present')",1
"('11/05/2016-157', 'Present')",1
"('15/05/2013-232', 'Present')",1
"('18/12/2013-4', 'Present')",1
"('30/10/2013-1', 'Present')",1
"('15/05/2013-312', 'Present')",1
"('21/03/2014-4', 'Present')",1
"('07/01/2015-3', 'Present')",1
"('15/05/2013-234', 'Present')",1
"('23/05/2013-8', 'Present')",1
"('15/05/2013-254', 'Present')",1
"('03/07/2013-2', 'Present')",1
"('21/02/2013-9', 'Present')",1
"('30/10/2013-4', 'Present')",1
"('14/05/2013-120', 'Present')",1
"('27/06/2013-5', 'Present')",1
"('08/01/2014-3', 'Present')",1
"('11/05/2016-192', 'Present')",1
"('29/10/2014-14', 'Present')",1
"('20/03/2013-5', 'Present')",1
"('14/05/2013-122', 'Present')",1
"('14/02/2014-6', 'Present')",1
"('21/11/2012-4', 'Present')",1
"('26/03/2015-4', 'Present')",1
"('05/06/2013-4', 'Present')",1
"('14/05/2013-142', 'Present')",1
"('29/01/2015-6', 'Present')",1
"('04/06/2014-1069', 'Present')",1
"('02/06/2016-8', 'Present')",1
"('15/05/2013-199', 'Present')",1
"('14/07/2014-41', 'Present')",1
"('15/05/2013-352', 'Present')",1
"('23/01/2014-5', 'Present')",1
"('18/07/2013-5', 'Present')",1
"('31/10/2012-7', 'Present')",1
"('09/10/2013-1', 'Present')",1
"('14/02/2014-8', 'Present')",1
"('30/05/2013-8', 'Present')",1
"('14/05/2013-159', 'Present')",1
"('07/11/2012-4', 'Present')",1
"('29/05/2013-5', 'Present')",1
"('29/01/2016-2', 'Present')",1
"('27/06/2013-11', 'Present')",1
"('15/05/2013-209', 'Present')",1
"('23/01/2014-3', 'Present')",1
"('28/05/2014-107', 'Present')",1
"('15/07/2014-51', 'Present')",1
"('13/07/2015-5', 'Present')",1
"('06/11/2014-5', 'Present')",1
"('08/01/2014-2', 'Present')",1
"('15/05/2013-311', 'Present')",1
"('13/02/2015-3', 'Present')",1
"('20/11/2013-5', 'Present')",1
"('06/06/2013-10', 'Present')",1
"('10/01/2013-6', 'Present')",1
"('15/05/2013-348', 'Present')",1
"('10/10/2013-4', 'Present')",1
"('15/05/2013-243', 'Present')",1
"('25/11/2015-5', 'Present')",1
"('20/02/2013-7', 'Present')",1
"('07/02/2013-4', 'Present')",1
"('14/07/2014-45', 'Present')",1
"('28/05/2014-114', 'Present')",1
"('14/05/2013-161', 'Present')",1
"('03/07/2013-4', 'Present')",1
"('15/05/2013-308', 'Present')",1
"('14/07/2014-25', 'Present')",1
"('19/02/2016-8', 'Present')",1
"('23/05/2013-2', 'Present')",1
"('20/02/2014-8', 'Present')",1
"('15/05/2013-407', 'Present')",1
"('14/11/2012-3', 'Present')",1
"('07/11/2012-5', 'Present')",1
"('27/06/2013-6', 'Present')",1
"('27/11/2013-3', 'Present')",1
"('11/05/2016-89', 'Present')",1
"('25/05/2016-1', 'Present')",1
"('10/07/2014-24', 'Present')",1
"('15/07/2014-46', 'Present')",1
"('29/10/2015-5', 'Present')",1
"('11/12/2013-2', 'Present')",1
"('15/05/2013-236', 'Present')",1
"('19/05/2016-2', 'Present')",1
"('15/05/2013-259', 'Present')",1
"('18/03/2016-5', 'Present')",1
"('23/01/2013-3', 'Present')",1
"('28/05/2015-531', 'Present')",1
"('15/05/2013-281', 'Present')",1
"('11/06/2015-7', 'Present')",1
"('02/06/2016-5', 'Present')",1
"('28/05/2014-115', 'Present')",1
"('25/06/2015-6', 'Present')",1
"('07/11/2012-1', 'Present')",1
"('05/12/2013-3', 'Present')",1
"('27/03/2015-17', 'Present')",1
"('14/05/2013-6', 'Present')",1
"('06/12/2012-4', 'Present')",1
"('18/12/2014-2', 'Present')",1
"('10/07/2015-2', 'Present')",1
"('26/03/2014-5', 'Present')",1
"('06/12/2012-5', 'Present')",1
"('02/06/2016-4', 'Present')",1
"('14/11/2012-9', 'Present')",1
"('19/05/2016-1', 'Present')",1
"('15/07/2014-47', 'Present')",1
"('09/01/2014-6', 'Present')",1
"('07/11/2012-2', 'Present')",1
"('06/11/2014-4', 'Present')",1
"('25/11/2015-2', 'Present')",1
"('15/05/2013-363', 'Present')",1
"('15/05/2013-338', 'Present')",1
"('15/05/2013-356', 'Present')",1
"('15/05/2013-274', 'Present')",1
"('14/05/2013-177', 'Present')",1
"('18/06/2015-1', 'Present')",1
"('15/05/2013-201', 'Present')",1
"('25/05/2016-8', 'Present')",1
"('15/05/2013-335', 'Present')",1
"('15/05/2013-324', 'Present')",1
"('13/05/2016-312', 'Present')",1
"('11/07/2013-8', 'Present')",1
"('18/07/2013-1', 'Present')",1
"('15/05/2013-271', 'Present')",1
"('14/05/2013-147', 'Present')",1
"('06/02/2013-1', 'Present')",1
"('29/10/2014-17', 'Present')",1
"('15/05/2013-180', 'Present')",1
"('15/07/2014-50', 'Present')",1
"('10/12/2014-4', 'Present')",1
"('13/07/2015-3', 'Present')",1
"('22/06/2016-1', 'Present')",1
"('25/10/2012-13', 'Present')",1
"('20/11/2013-1', 'Present')",1
"('11/06/2015-4', 'Present')",1
"('15/05/2013-340', 'Present')",1
"('20/11/2013-3', 'Present')",1
"('17/03/2016-2', 'Present')",1
"('11/07/2013-6', 'Present')",1
"('20/02/2013-2', 'Present')",1
"('15/05/2013-257', 'Present')",1
"('29/10/2014-34', 'Present')",1
"('20/05/2015-1', 'Present')",1
"('27/06/2013-13', 'Present')",1
"('14/05/2013-165', 'Present')",1
"('15/05/2013-227', 'Present')",1
"('10/10/2013-3', 'Present')",1
"('15/05/2013-181', 'Present')",1
"('25/10/2012-11', 'Present')",1
"('30/10/2013-2', 'Present')",1
"('23/10/2013-1', 'Present')",1
"('10/01/2013-9', 'Present')",1
"('27/06/2013-12', 'Present')",1
"('20/12/2012-6', 'Present')",1
"('18/12/2013-5', 'Present')",1
"('14/07/2014-44', 'Present')",1
"('15/05/2013-192', 'Present')",1
"('10/07/2014-8', 'Present')",1
"('14/02/2014-5', 'Present')",1
"('09/07/2014-1', 'Present')",1
"('22/04/2015-1', 'Present')",1
"('02/06/2016-2', 'Present')",1
"('07/11/2013-6', 'Present')",1
"('26/11/2014-7', 'Present')",1
"('25/06/2015-1', 'Present')",1
"('20/03/2013-2', 'Present')",1
"('18/12/2013-6', 'Present')",1
"('31/10/2012-3', 'Present')",1
"('06/06/2013-13', 'Present')",1
"('06/12/2012-9', 'Present')",1
"('11/11/2015-4', 'Present')",1
"('20/05/2015-18', 'Present')",1
"('07/02/2013-6', 'Present')",1
"('18/03/2016-4', 'Present')",1
"('14/11/2012-7', 'Present')",1
"('18/07/2013-4', 'Present')",1
"('14/11/2012-8', 'Present')",1
"('14/05/2013-175', 'Present')",1
"('26/11/2014-5', 'Present')",1
"('14/05/2013-26', 'Present')",1
"('14/05/2013-171', 'Present')",1
"('01/02/2013-6', 'Present')",1
"('24/01/2013-6', 'Present')",1
"('15/05/2013-272', 'Present')",1
"('26/05/2016-15', 'Present')",1
"('15/05/2013-248', 'Present')",1
"('14/05/2013-149', 'Present')",1
"('21/02/2014-13', 'Present')",1
"('14/05/2013-13', 'Present')",1
"('10/01/2013-10', 'Present')",1
"('09/01/2013-1', 'Present')",1
"('15/05/2013-193', 'Present')",1
"('07/11/2013-3', 'Present')",1
"('13/05/2016-311', 'Present')",1
"('14/05/2013-113', 'Present')",1
"('28/11/2012-3', 'Present')",1
"('15/05/2013-270', 'Present')",1
"('31/10/2012-9', 'Present')",1
"('22/01/2014-2', 'Present')",1
"('14/07/2014-39', 'Present')",1
"('14/05/2013-169', 'Present')",1
"('19/05/2016-5', 'Present')",1
"('13/02/2015-6', 'Present')",1
"('14/05/2013-148', 'Present')",1
"('14/07/2014-42', 'Present')",1
"('03/06/2015-35', 'Present')",1
"('02/06/2016-3', 'Present')",1
"('15/05/2013-268', 'Present')",1
"('05/06/2013-5', 'Present')",1
"('29/10/2014-4', 'Present')",1
"('25/10/2012-10', 'Present')",1
"('14/05/2013-125', 'Present')",1
"('25/11/2015-6', 'Present')",1
"('11/11/2015-2', 'Present')",1
"('14/07/2014-33', 'Present')",1
"('26/03/2015-13', 'Present')",1
"('15/07/2014-48', 'Present')",1
"('15/05/2013-231', 'Present')",1
"('27/06/2013-10', 'Present')",1
"('07/01/2015-10', 'Present')",1
"('11/12/2013-3', 'Present')",1
"('10/07/2014-3', 'Present')",1
"('15/05/2013-185', 'Present')",1
"('14/05/2013-136', 'Present')",1
"('15/05/2013-258', 'Present')",1
"('14/05/2013-11', 'Present')",1
"('20/02/2014-3', 'Present')",1
"('15/05/2013-288', 'Present')",1
"('26/06/2013-1', 'Present')",1
"('25/06/2015-2', 'Present')",1
"('23/05/2014-2', 'Present')",1
"('03/12/2014-1', 'Present')",1
"('26/11/2015-9', 'Present')",1
"('29/10/2015-8', 'Present')",1
"('23/01/2013-1', 'Present')",1
"('27/06/2013-9', 'Present')",1
"('15/05/2013-326', 'Present')",1
"('18/06/2014-1', 'Present')",1
